"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","php","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","sed","smi","alz","ptsd","tbi","ya","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","supem","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","snr","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanz_fluox","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","fep","aot","msnh","ipsy","shp","vahc","mmd","antpych","mprep","aims","fed","sotp","dea","mhc","samhsa","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Hope House Inc","Outpatient","8 Farnham Street","","Roxbury","MA","02119","","Suffolk","617-971-9360","https://www.hopehouseboston.org","42.330597","-71.0745509","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","1","1","","","1","1","","","","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","1","1","1","1","1","","1","1","1","1","1","","1","","","1","1","","","1","","","1","","","","","","1","","1","","","","","","","","","","1","","1","","1","1","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","1","","1","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Andrew House Boston","","170 Morton Street","Suite 4-South","Jamaica Plain","MA","02130","","Suffolk","617-318-5600","https://www.baycovehumanservices.org","42.3389582","-71.0876222","SU","","1","1","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","1","","","","","","","","","","","","1","1","","1","","","","","","","","1","","1","1","","1","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","","","1","1","","1","1","","","","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","1","","1","1","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","1","","","","",""
"Mirasol Center for Healing","","170 Morton Street","12th Floor South","Jamaica Plain","MA","02130","","Suffolk","617-318-5118","https://www.baycovehumanservices.org","42.3389582","-71.0876222","SU","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","1","","","","","","","","","","","","","1","","1","","","","","","","","1","","1","1","","","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","","","1","1","","1","1","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","1","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","1","","","","",""
"Victory Programs Inc","Womens Hope","170 Morton Street","11 South","Jamaica Plain","MA","02130","","Suffolk","617-442-0048 x315","https://www.vpi.org","42.3389582","-71.0876222","SU","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","1","","","","1","","","","","","","","","","1","","","","","","","","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","","1","","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","","","1","1","","","1","","","1","1","1","","1","","","1","1","","1","","","","1","","","","","","1","","1","","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","","1","","1","1","","","1","","1","1","1","","","1","","","1","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Victory Programs Inc","Womens Hope","170 Morton Street","11 South","Jamaica Plain","MA","02130","","Suffolk","617-442-0048 x315","https://www.vpi.org","42.3389582","-71.0876222","MH","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","","1","","","","","1","","","","","1","1","","","","","","1","","1","","","1","1","","1","","1","","","1","","","","","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Casa Esperanza Inc","Familias Unidas Outpatient Program","245 Eustis Street","","Roxbury","MA","02119","","Suffolk","617-445-1123 x1308","https://www.casaesperanza.org","42.3267786","-71.0751028","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","1","1","1","","","","","1","","","","","1","1","","","","1","","1","1","","","","","1","","1","1","","","1","","","1","","1","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","",""
"Casa Esperanza Inc","Familias Unidas Outpatient Program","245 Eustis Street","","Roxbury","MA","02119","","Suffolk","617-445-1123 x1308","https://www.casaesperanza.org","42.3267786","-71.0751028","SU","","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","","","","","","1","1","1","1","1","1","1","","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","","1","","","1","","1","1","1","","","","1","1","","1","","","1","1","","","1","1","","1","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","1","1","1","","1","1","","","","","1","","","1","","","","","","","","","","","","","","","","","",""
"Familias Unidas Outpatient Satellite","","302 Eustis Street","","Roxbury","MA","02119","","Suffolk","617-445-1123","https://www.casaesperanza.org","42.3259318","-71.0731668","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","1","1","1","","","","","1","","","","","1","1","","","","1","","1","1","","","","","1","","1","1","","","1","","","1","","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","",""
"Casa Esperanza Inc","Latinas y Ninos Center","263 Eustis Street","","Roxbury","MA","02119","","Suffolk","617-445-1123 x321","https://www.casaesperanza.org","42.3264101","-71.074685","SU","","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","1","1","1","1","","","","","","","","","","1","","","","1","1","","1","1","1","1","1","1","","1","1","","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","","","","","","","1","1","1","","1","1","","1","1","1","1","1","1","","1","1","","1","","","","1","","","1","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","1","","","1","","","1","","1","1","1","1","","","1","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Casa Esperanza Inc","Latinas y Ninos Center","263 Eustis Street","","Roxbury","MA","02119","","Suffolk","617-445-1123 x321","https://www.casaesperanza.org","42.3264101","-71.074685","MH","1","1","","","","","","","","","","","","","","","","","","","","1","1","","","","","1","1","1","1","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","1","","","1","1","1","1","","","","","","","","","","1","1","","","","1","","1","","","","","","1","","","1","","","","1","1","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","1","","1","","","","","","","","","","","1","","","","",""
"Casa Esperanza Inc","Casa Esperanzas Mens Program","291 Eustis Street","","Boston","MA","02119","","Suffolk","617-445-1123","https://www.casaesperanza.org","42.3259943","-71.0738732","SU","","1","","","","1","","","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","1","1","1","","","","","","","","","","","1","","","","1","","1","1","1","","","1","1","","","","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","1","","","1","","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","","1","","","1","1","","","1","","","1","1","","1","","","1","1","1","1","","1","1","1","1","","","","","","1","1","","1","1","","","1","","","1","","1","","","","1","","1","","","1","1","","","","1","1","","1","","","","","","","","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Casa Esperanza Inc","Recovery Support Outpatient Services","8 Dunmore Street","","Roxbury","MA","02119","","Suffolk","617-445-1123 x1308","https://www.casaesperanza.org","42.3261197","-71.0748853","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","1","1","1","","","","","1","","","","","1","1","","","","1","","1","1","","","","","1","","1","1","","","1","","","1","","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","",""
